date,permit_id,permit_type,project_name,address,parcel,source,risk_class,lat,lon,weather_risk,base_score,weather_multiplier,time_decay,composite_score,risk_tier
2018-06-11,18-1045 (C),Single Family,,3055 E Conifer Ridge Dr,SG-MAP-2-26         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-11,18-1051 (C),Other,,1825 E Middleton Dr,SGM-20-3            ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-11,18-1046 (C),Other,,3132 E 2840 S,SG-CORN-4-50        ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-11,18-1034 (C),Single Family,,3201 E 3050 S St,SG-ASP-6-75         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-11,18-1039 (C),Solar,,2958 E 3110 S,SG-MUL-9-124        ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-11,18-1040 (C),Other,,1002 W 4050 S - Pool,SG-RIV-6-75         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-11,18-1038 (C),Other,,2610 Pioneer Rd,SG-NBCS-1           ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-11,18-1049 (C),Single Family,,3125 E 2890 S St,SG-ASP-2-19         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-08,18-1030 (C),Single Family,,3202 E 3050 S St,SG-ASP-6-76         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-08,18-1017 (C) (C),Single Family,,335 S Luce Del Sol #2,SG-BVS-2            ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-08,18-1031 (C),Single Family,,4754 S Martin Dr,SG-VISR-1-23        ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-08,18-1033 (C),Single Family,,4746 S Martin Dr,SG-VISR-1-24        ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-08,18-1022 (C),Single Family,,2793 E Hazel Dr,SG-SYCS-10-108      ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-08,18-1015 (E),Other,,3474 E Rimrunner Dr - Wall,SG-DTP-5-72         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-08,18-1025 (C),Single Family,,3204 E Sugar Maple Dr,SG-ASP-5-63         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-08,18-1023 (C),Single Family,,1339 W Shinnecock Cir,SG-LOSG-7-723       ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-08,18-1024 (C),Single Family,,3235 E Conifer Ridge Dr,SG-MAP-2-17         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-08,18-1032 (C),Single Family,,1528 W Gilded Flicker Dr,SG-SUR-48-2299      ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-08,18-1027 (C),Commercial Misc,,1316 S 400 E,SG-RSCW-COM         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-08,18-1028 (C),Manufactured Home,,1574 N Dixie Downs,SG-6-2-14-4301      ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-08,18-1014 (C),Other,,484 N 1910 W,SG-TCSB-1-30        ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-08,18-1013 (E),Other,,1915 E Cliff Point Dr,SG-SCF-5-513        ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-08,18-1029 (C),Single Family,,3431 E 3230 S St,SG-ELWD-5A-53       ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-08,18-1016 (C),Commercial Misc,,761 Bluff St,                    ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-08,18-1019 (C),Single Family,,5333 N Northgate Peaks Dr,SG-NGP-2-1413       ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-08,18-1020 (C),Single Family,,2938 E Sycamore Ln,SG-ARBR-5-65        ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-08,18-1026 (C),Single Family,,3779 E Church Rocks Dr,SG-DECV-1-9         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-08,18-1018 (C),Single Family,,5319 N Northgate Peaks Dr,SG-NGP-2-1412       ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-08,18-1021 (C),Single Family,,4755 N White Rocks Dr,SG-WROC-5-1523      ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-07,18-1008 (C),Multi-Family (townhome),,3239 S 840 E,SG-HVCM-2-C         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-07,18-1011 (C),Multi-Family (townhome),,3239 S 840 E,SG-HVCM-2-C         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-07,18-1012 (C),Single Family,,3231 E 3100 S St,SG-REW-4-64         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-07,18-1004 (E),Other,,Desert Point Dr,                    ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-07,18-1005 (C),Multi-Family (townhome),,3239 S 840 E,SG-HVCM-2-C         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-07,18-1006 (C),Multi-Family (townhome),,3239 S 840 E,SG-HVCM-2-C         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-07,18-1007 (C),Multi-Family (townhome),,3239 S 840 E,SG-HVCM-2-C         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-07,18-1009 (C),Multi-Family (townhome),,3239 S 840 E,SG-HVCM-2-C         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-07,18-1010 (C),Multi-Family (townhome),,3239 S 840 E,SG-HVCM-2-C         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-06,18-1002 (C),Multi-Family (townhome STACKED),,4892 N Winged Foot Dr,                    ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-06,18-0997 (C),Commercial Addition,,803 S Bluff St,SG-5-2-31-4413-A    ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-06,18-0996 (C),Single Family,,3357 E Barrel Roll D,SG-DEH-4-5          ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-06,18-0998 (E),Other,,1453 S Sunland Dr,                    ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-06,18-1003 (C),Multi-Family (townhome STACKED),,4888 N Winged Foot Dr,                    ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-06,18-0994 (E),Other,,3424 E Rimrunner Dr,SG-DTP-5-75         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-06,18-1001 (C),Multi-Family (townhome STACKED),,4896 N Winged Foot Dr,                    ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-06,18-1000 (C),Multi-Family (townhome STACKED),,4898 N Winged Foot Dr,                    ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-06,18-0999 (E),Multi-Family (townhome STACKED),,4888-4898 N Winged Foot Dr,                    ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-06,18-0995 (C),Single Family,,3310 E Rimrunner Dr,SG-DEH-1-50         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-06,18-0993 (C),Commercial Misc,,4008 S 1630 E,SG-5-3-17-227       ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-05,18-0985 (C),Single Family,,3276 E Maple Mountain Dr,SG-SEQ-3-60         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-05,18-0988 (C),Other,,3012 S Poplar Ln - Casita,SG-ARBR-3-24        ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-05,18-0986 (C),Single Family,,2261 S Tonaquint Dr #29,SG-JSG-2-29         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-05,18-0978 (E),Commercial Misc,,1111 Gap Canyon PKWY (Plantation DR),                    ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-05,18-0989 (C),Single Family,,3385 E 3230 S St,SG-ELWD-1-20        ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-05,18-0990 (C),Single Family,,3329 E 3230 S St,SG-REW-5-77         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-05,18-0987 (E),Commercial Misc,,3080 S Bloomington,                    ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-05,18-0991 (E),Other,,2713 E 1240 S,                    ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-05,18-0992 (E),Other,,2737 E 1240 S,                    ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-05,18-0983 (C),Multi-Family (townhome),,3254 S Relic Ridge Dr,SG-FOSS-4-20        ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-05,18-0982 (C),Multi-Family (townhome),,3246 S Relic Ridge Dr,SG-FOSS-4-19        ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-05,18-0981 (C),Multi-Family (townhome),,3240 S Relic Ridge Dr,SG-FOSS-4-18        ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-05,18-0980 (C),Multi-Family (townhome),,3232 S Relic Ridge Dr,SG-FOSS-4-17        ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-05,18-0984 (C),Single Family,,3324 E Crimson Ridge Dr,SG-SEQ-4-63         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-04,18-0977 (C),Res Misc,,808 Crystal Dr,SG-LPE-1-27         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-04,18-0976 (C),Single Family,,2073 E Coyote Springs Dr,SG-SUN-7            ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-01,18-0973 (C),Single Family,,3221 E Sugar Maple Dr,SG-ROS-2-13         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-01,18-0972 (C),Single Family,,1629 E Talus Way,SG-CTC-3-52         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-01,18-0975 (E),Other,,930 E Brigham Rd,                    ,building,MEDIUM,37.0520011,-113.5613888,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-06-01,18-0974 (E),Other,,25 W St George Blvd,SG-355-1-CB         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-31,18-0971 (C),Single Family,,3778 E Temple Cap Ln,SG-DEVA-3-56        ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-31,18-0970 (C),Single Family,,3714 E Temple Cap Ln,SG-DEVA-3-51        ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-31,18-0969 (C),Commercial Shell,,539 E Tabernacle St,SG-1269-A           ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-30,18-0955 (E),Grading/Site Plan (Commercial/Apartments),,1600 S North of Tonaquint Cemetary,SG-6-2-36-3321      ,grading,HIGH,,,1,3.0,1.3333333333333333,0.05,0.2,Monitor
2018-05-30,18-0960 (E),Other,,772 S Cresole Dr - Pool,SG-WHIR-5-43        ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-30,18-0954 (C),Commercial Shell,,2214 E Riverside Dr,SG-DIPR-1           ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-30,18-0964 (C),Other,,4154 S Painted Finch Dr - Awning,SG-SUR-51-2186      ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-30,18-0963 (C),Other,,4805 S Wallace Dr - Awning,SG-VISR-3-60        ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-30,18-0965 (C),Other,,4803 S Wallace Dr - Awning,SG-VISR-3-59        ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-30,18-0966 (C),Other,,4790 S Wallace Dr - Awning,SG-VISR-3-64        ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-30,18-0957 (C),Single Family,,3206 E 2890 S St,SG-ASP-2-25         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-30,18-0968 (E),Commercial Shell,,3000 E Crimson Ridge Dr,SG-5-3-15-145       ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-30,18-0958 (C),Single Family,,3145 E Sugar Maple Dr,SG-ASP-5-58         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-30,18-0967 (C),Single Family,,2976 E Sycamore Ln,SG-ARBR-5-68        ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-30,18-0956 (C),Other,,2667 S 3120 E - Awning,SG-BEGE-2-91        ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-30,18-0962 (C),Other,,2531 E Granite Way - Pool,SG-SCF-14-1403      ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-30,18-0959 (C),Single Family,,3168 S 2880 E St,SG-MUL-5-76         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-30,18-0961 (C),Single Family,,1216 W Kolob Dr,SG-ESBL-4           ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-25,18-0950 (C),Commercial Misc,,2054 E Riverside Dr - Canopy,                    ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-25,18-0952 (C),Grading/Site Plan (Residential),,2880 E 2990 S,                    ,grading,HIGH,,,1,3.0,1.3333333333333333,0.05,0.2,Monitor
2018-05-25,18-0953 (C),Single Family,,349 E 100 S,SG-1187             ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-25,18-0949 (C),Single Family,,3291 E Sugar Maple Ln,SG-ROS-2-18         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-24,18-0943 (C),Single Family,,4211 S Kestral Dr,SG-SUR-53-2212      ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-24,18-0948 (E),Other,,560 N 160 West Cir -  Red Tag,SG-BH-2-4           ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-24,18-0944 (C),Single Family,,1628 E Mokaac Wash Dr,SG-WHI-1-5          ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-24,18-0945 (C),Single Family,,1612 E Mokaac Wash Dr,SG-WHI-1-4          ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-24,18-0947 (C) (C),Commercial Shell,,73 E 100 South,SG-USBK--2          ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-24,18-0941 (C),Other,,975 S Main #227,SG-5-2-31-4427      ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-24,18-0939 (C),Single Family,,4251 S Kestral Dr,SG-SUR-50-2163      ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-24,18-0946 (C),Single Family,,1583 E Mokaac Wash Dr,SG-WHI-1-11         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-24,18-0942 (C),Single Family,,3114 E Conifer Ridge Dr,SG-MAP-2-35         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-24,18-0940 (C),Single Family,,2137 E Topaz Way,SG-PNCF-6-608       ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-24,18-0938 (C),Single Family,,3702 E Archturus Dr,SG-DECR-5-91        ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-23,18-0929 (C),Single Family,,2754 E Sycamore Ln,SG-ARBR-4-39        ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-23,18-0936 (C),Single Family,,2792 E 1140 S St,SG-MOO-1-6          ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-23,18-0937 (C),Single Family,,2884 E 1140 S St,SG-MOO-1-1          ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-23,18-0933 (C),Single Family,,6232 S Awestruck Way,SG-DEH-2-15         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-23,18-0934 (C),Single Family,,3160 E Sugar Maple Dr,SG-ASP-5-66         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-23,18-0935 (C),Single Family,,1317 W Shinnecock Cir,SG-LOSG-7-722       ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-23,18-0930 (C),Single Family,,2827 E 430 N St,SG-MEA-12           ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-23,18-0932 (C),Single Family,,2815 E 430 N St,SG-MEA-11           ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-23,18-0931 (C),Single Family,,2794 E 430 N St,SG-MEA-22           ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-23,18-0928 (C),Commercial TI,,162 N 400 E Bldg C,SG-1620             ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-22,18-0927 (C),Single Family,,2139 W Cougar Rock Cir #179,SG-KSE-3-179        ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-22,18-0918 (C),Single Family,,3238 E Sugar Maple Dr,SG-ROS-2-23         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-22,18-0919 (C),Single Family,,3264 E 3050 S St,SG-ROS-3-34         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-22,18-0921 (E),Other,,2793 E 3580 S - Pool,SG-SVLY-6-43        ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-22,18-0926 (C),Solar,,1210 W Indian Hills Dr #11 - Solar,SG-SMTH-11          ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-22,18-0923 (C),Single Family,,461 N 2300 W Cir,SG-VBC-11           ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-22,18-0920 (E),Other,,2907 E 110 N - Pool,SG-RSH-G-122        ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-22,18-0922 (E),Other,,2212 E 4040 S - Pool,SG-5-3-16-237       ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-22,18-0924 (C),Other,,1595 E White Dome Dr,SG-WHI-1-A          ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-22,18-0925 (C),Other,,4794 N Ledges Parkway,                    ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-21,18-0915 (E),Grading/Site Plan (Commercial/Apartments),,896 N Westridge Dr,SG-6-2-23-41351     ,grading,HIGH,,,1,3.0,1.3333333333333333,0.05,0.2,Monitor
2018-05-21,18-0916 (C),Other,,4058 S Little Valley Rd - Pool,SG-MVF-7-94         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-21,18-0917 (E),Other,,2776 E Hazel Dr - Pool,SG-SYCS-10-102      ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-18,18-0912 (C),Single Family,,2531 E Granite Way,SG-SCF-14-1403      ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-18,18-0913 (C),Single Family,,2545 E 1480 S St,SG-STC-2-24         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-18,18-0914 (C),Single Family,,1610 E Sunshine Trl,                    ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-18,18-0911 (C),Single Family,,3302 E Dara Dr,SG-SEQ-4-75         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-17,18-0905 (C),Single Family,,956 W Desert Sparrow Dr,SG-SUR-52-2195      ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-17,18-0906 (E),Single Family,,MASTER PLAN FOR FOSSIL HILLS DUPLEX,                    ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-17,18-0907 (C),Single Family,,3474 E Rimrunner Dr,SG-DTP-5-72         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-17,18-0901 (C),Single Family,,3304 E 3050 S St,SG-ROS-3-37         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-17,18-0903 (E),Commercial Misc,,1330 Sunset Blvd,                    ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-17,18-0910 (C),Single Family,,1329 W 490 N,SG-GS-7-3           ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-17,18-0909 (C),Single Family,,2901 E 1140 S St,SG-MOO-1-13         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-17,18-0902 (E),Commercial Misc,,88 E 1160 S,SG-5-2-31-3143      ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-17,18-0908 (C),Single Family,,1617 W Grapevine Dr,SG-SUR-43B-2026     ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-17,18-0904 (C),Single Family,,4182 S Little Egret Dr,SG-SUR-53-2218      ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-16,18-0896 (C),Single Family,,3362 E Barrel Roll Dr,SG-DEH-4-22         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-16,18-0900 (E),Commercial Misc,,1098 E Riverside Dr,SG-BGG-2            ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-16,18-0898 (C),Grading/Site Plan (Residential),,Desert Canyons Parkway,                    ,grading,HIGH,,,1,3.0,1.3333333333333333,0.05,0.2,Monitor
2018-05-16,18-0897 (C),Single Family,,3250 E Sugar Maple Dr,SG-ROS-2-22         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-16,18-0899 (E),"Commercial Gas, Elect, Mech, Plumb",,1453 S Dixie Dr,                    ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-15,18-0884 (C),Single Family,,103 Donlee Dr #9,SG-SBR-2-COM        ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-15,18-0895 (C),Commercial TI,,617 Riverside Dr,SG-5-2-31-2102      ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-15,18-0886 (C),Other,,861 N Red Rock Rd #19 - Gas,SG-BWC-2-18         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-15,18-0885 (C),Commercial Shell,,476 E Riverside Center,SG-5-2-31-2306      ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-15,18-0891 (C),Single Family,,3271 E 3140 S St,SG-REW-3-46         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-15,18-0887 (C),Res Misc,,3080 S Bloomington Dr East,SG-6-3-12-4312      ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-15,18-0888 (C),Res Misc,,3080 S Bloomington Dr East,SG-6-3-12-4312      ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-15,18-0892 (E),Other,,1467 E Cobblestone - Wall,SG-BOU-1-16         ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2018-05-15,18-0890 (E),Single Family,,MASTER PLAN FOR DESERT BLUFF RIGHT HAND GARAGE,                    ,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
